Post ID,Network,Published time (America/Toronto),Post Type,Placement,Boosted,Post text,Post URL,Impressions,Engagements,Reach,Video views,Engagement rate,label 1,label 2,label 3,label 4,label 5,label 6,label 7,label 8,label 9,label 10,label 11,label 12,label 13,label 14,label 15,label 16,label 17,label 18,label 19,label 20,label 21,label 22,label 23,label 24,label 25,label 26,label 27,label 28,label 29,label 30,label 31,label 32,label 33,label 34,label 35,label 36,label 37,label 38,label 39,label 40,label 41,label 42,label 43
7467939495812271365,TIKTOK,Feb 05,VIDEO,Timeline,Yes,when the deals speak your language #walmartcanada #wegotyou #besties #shopwithme #shopmaster,https://www.tiktok.com/@walmartcanada/video/7467939495812271365?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,358,16,236,358,6.78%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18354642007131682,INSTAGRAM,Feb 05,REELS,REELS,No,how shopping with your bestie feels,https://www.instagram.com/reel/DFsbuvYRd1N/,11152,69,7643,-,0.90%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18036673484437710,INSTAGRAM,Feb 05,REELS,REELS,No,Celebrate the girlies for less,https://www.instagram.com/reel/DFstv2IRs3z/,7854,50,6458,-,0.77%,,Always On,,Cossette,,Gifts & Seasonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Crafts & Party Supplies,,
7467981326512114950,TIKTOK,Feb 05,VIDEO,Timeline,Yes,Valentine’s Day is for the girls. 💖👯‍♀️ #walmartcanada #wegotyou #valentinesday #galentinesday ,https://www.tiktok.com/@walmartcanada/video/7467981326512114950?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,734,13,578,734,2.25%,,,,Cossette,,Gifts & Seasonal,,,Walmart Finds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Crafts & Party Supplies,,
18059287105970821,INSTAGRAM,Feb 05,REELS,REELS,No,What’s your “office personality?” #walmartcanada #behindthespark #officetok,https://www.instagram.com/reel/DFtJg2dRtyX/,24468,445,15844,-,2.81%,,Always On,Walmart,,Behind The Spark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7468043978307407109,TIKTOK,Feb 05,VIDEO,Timeline,Yes,What’s your office personality? #officetoks #walmartcanada #behindthespark ,https://www.tiktok.com/@walmartcanada/video/7468043978307407109?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,846,58,610,846,9.51%,,Always On,Walmart,Cossette,Behind The Spark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18033760742449806,INSTAGRAM,Feb 06,REELS,REELS,No,We’ll take this over a bouquet and chocolates please! 💐🎁,https://www.instagram.com/reel/DFv7-JmxE-u/,10470,89,7722,-,1.15%,,Always On,,,,,,APEX,,,,Home,,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
7469109972123553079,TIKTOK,Feb 08,VIDEO,Timeline,No,"This Black History Month, we celebrate the beauty and strength of Black identity with Kendal Blake’s empowering artwork. Proceeds from each tee will support workforce development and education, empowering Black youth to build a brighter future.",https://www.tiktok.com/@walmartcanada/video/7469109972123553079?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,974,18,733,974,2.46%,,,,,,,,APEX,Walmart Finds,,,,Apparel,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
17894667489158379,INSTAGRAM,Feb 08,CAROUSEL,Timeline,No,"This Black History Month, we celebrate the beauty and strength of Black identity with Kendal Blake’s empowering artwork.  Proceeds from each tee will support workforce development and education, empowering Black youth to build a brighter future.",https://www.instagram.com/p/DF0kpKERbi8/,32096,198,11146,-,1.78%,,Always On,,,,,,APEX,,,,,Apparel,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
18091314199533663,INSTAGRAM,Feb 08,REELS,REELS,No,Slaying Valentine’s Day without breaking the bank 👗💖,https://www.instagram.com/reel/DF0xAw5xOo6/,6933,52,5431,-,0.96%,,,,,,,,APEX,Walmart Finds,,,,Apparel,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
18048021362332658,INSTAGRAM,Feb 12,REELS,REELS,No,Who says you need a big budget to show love?,https://www.instagram.com/reel/DF-fqCBRJDI/,11840,265,8347,-,3.17%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7470543262080585015,TIKTOK,Feb 12,VIDEO,Timeline,Yes,POV: your kids makes you a love basket #WalmartCanada #LoveBasket #ValentinesDay ,https://www.tiktok.com/@walmartcanada/video/7470543262080585015?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,953,43,731,953,5.88%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18075314902681130,INSTAGRAM,Feb 12,REELS,REELS,No,Channeling our inner lover girl 💕,https://www.instagram.com/reel/DF-2aaFRNvP/,6371,72,5183,-,1.39%,,,,,,,,APEX,Walmart Finds,,,Home,,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
7470594598558190854,TIKTOK,Feb 12,VIDEO,Timeline,Yes,Slaying Valentine's Day without breaking the bank 👗💖,https://www.tiktok.com/@walmartcanada/video/7470594598558190854?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1256,19,1053,1256,1.80%,,,,,,,,APEX,Walmart Finds,,,,Apparel,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
7470594715407240453,TIKTOK,Feb 12,VIDEO,Timeline,Yes,Channeling our inner lover girl 💕,https://www.tiktok.com/@walmartcanada/video/7470594715407240453?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1026,28,871,1026,3.21%,,,,,,,,APEX,Walmart Finds,,,Home,,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
17868163461300777,INSTAGRAM,Feb 12,REELS,REELS,No,$4 baby fits? We’ll take them all. 👶,https://www.instagram.com/reel/DF_K3kIxc-u/,7715,80,5899,-,1.36%,,,,,,,,APEX,Walmart Finds,,,,Apparel,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
7470641155965750534,TIKTOK,Feb 12,VIDEO,Timeline,Yes,$4 baby fits? We'll take them all. 👶,https://www.tiktok.com/@walmartcanada/video/7470641155965750534?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1785,43,1411,1785,3.05%,,,,,,,,APEX,Walmart Finds,,,,Apparel,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
17936275202861174,INSTAGRAM,Feb 13,REELS,REELS,No,Transform their space with pieces that just make sense. ✨,https://www.instagram.com/reel/DGBu8xAxpKO/,14848,78,11373,-,0.69%,,Always On,,,,,,APEX,,,,Home,,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
7471009784683171077,TIKTOK,Feb 13,VIDEO,Timeline,No,Transform their space with pieces that just make sense. ✨,https://www.tiktok.com/@walmartcanada/video/7471009784683171077?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1469,36,1224,1469,2.94%,,,,,,,,APEX,Walmart Finds,,,Home,,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
18055986047316940,INSTAGRAM,Feb 14,CAROUSEL,Timeline,No,send this to your special someone 💘  #valentinesday,https://www.instagram.com/p/DGD4UyNxze9/,9152,124,5574,-,2.22%,Grocery,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumables,,,,,
17992375379780289,INSTAGRAM,Feb 19,REELS,REELS,No,Curated coziness in every corner. 🏡,https://www.instagram.com/reel/DGRFxJFx_AR/,12260,82,8631,-,0.95%,,,,,,,,APEX,Walmart Finds,,,Home,,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
7473224103843876102,TIKTOK,Feb 19,VIDEO,Timeline,No,Curated coziness in every corner. 🏡,https://www.tiktok.com/@walmartcanada/video/7473224103843876102?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,690,13,534,690,2.43%,,,,,,,,APEX,Walmart Finds,,,Home,,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
17959298252863938,INSTAGRAM,Feb 19,REELS,REELS,No,Crinkle. Crunch. Snack. Repeat.,https://www.instagram.com/reel/DGRMMSHxi9A/,11042,185,7899,-,2.34%,Grocery,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumables,,,,,
7473238160630205751,TIKTOK,Feb 19,VIDEO,Timeline,Yes,Snacks? Sounds good to us  #soundchallenge #walmartcanada #greatvalue ,https://www.tiktok.com/@walmartcanada/video/7473238160630205751?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,848,33,639,848,5.16%,Grocery,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumables,,,,,
18061284325948754,INSTAGRAM,Feb 20,REELS,REELS,No,🔲To Do: Walmart trip with my bestie 👯‍♀️,https://www.instagram.com/reel/DGT-Pc0xajP/,14164,184,9503,-,1.94%,,Always On,Walmart,,Behind The Spark,,,,,,,Home,Apparel,,,,,,,,,,,,,,,Clothing Shoes & Accessories,,,,,,,,,,,,,,,
7473638791329123589,TIKTOK,Feb 20,VIDEO,Timeline,No,"Start the car? No, I’m already there! 👯‍♀️",https://www.tiktok.com/@walmartcanada/video/7473638791329123589?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,847,53,627,847,8.45%,,Always On,Walmart,,Behind The Spark,,,,,,,Home,Apparel,,,,,,,,,,,,,,,Clothing Shoes & Accessories,,,,,,,,,,,,,,,
18109194319421767,INSTAGRAM,Feb 21,CAROUSEL,Timeline,No,it does have a certain ring to it   #walmartcanada,https://www.instagram.com/p/DGWHkuJR4J9/,16057,166,9019,-,1.84%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7473948247812246839,TIKTOK,Feb 21,VIDEO,Timeline,No,#walmartcanada #wegotyou #babynames ,https://www.tiktok.com/@walmartcanada/video/7473948247812246839?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,939,36,702,939,5.13%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18271722607271894,INSTAGRAM,Feb 23,IMAGE,Timeline,No,Beat the Sunday Scaries? Check ✅,https://www.instagram.com/p/DGavuAvx57L/,10616,81,8038,-,1.01%,Grocery,,Walmart,,,,,,,,,,,,,,,,,,Trending,,,,,,,,,,,,,,,,,,,,,,
7474625727514594566,TIKTOK,Feb 23,VIDEO,Timeline,No,Let us help you beat them.  ,https://www.tiktok.com/@walmartcanada/video/7474625727514594566?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,782,21,612,782,3.43%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18096785524464412,INSTAGRAM,Feb 24,REELS,REELS,No,Perfect for playground marathons and snack breaks. 🍪🏃‍♀️,https://www.instagram.com/reel/DGeEkbLRcSP/,14341,162,10499,-,1.54%,,,,,,,,APEX,Walmart Finds,,,,Apparel,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
7475094343628492087,TIKTOK,Feb 24,VIDEO,Timeline,Yes,Perfect for playground marathons and snack breaks. 🍪🏃‍♀️,https://www.tiktok.com/@walmartcanada/video/7475094343628492087?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,617,25,442,617,5.66%,,,,,,,,APEX,Walmart Finds,,,,Apparel,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
18101329747452669,INSTAGRAM,Feb 25,REELS,REELS,No,The deals make it worth it   #WalmartCanada #groceryshopping #groceries,https://www.instagram.com/reel/DGgFW1jR52N/,18822,196,12617,-,1.55%,Grocery,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7475384297495760183,TIKTOK,Feb 25,VIDEO,Timeline,Yes,10/10 would do it again 😌  #walmartcanada #groceries #groceryhaul ,https://www.tiktok.com/@walmartcanada/video/7475384297495760183?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,895,27,706,895,3.82%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18108725572481804,INSTAGRAM,Feb 26,REELS,REELS,No,just the essentials,https://www.instagram.com/reel/DGipwMsRNea/,4101,38,3360,-,1.13%,Grocery,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7475759887805369655,TIKTOK,Feb 26,VIDEO,Timeline,Yes,Dropping it like it’s hot  #walmartcanada #wegotyou #cherrymagic #loot ,https://www.tiktok.com/@walmartcanada/video/7475759887805369655?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1261,21,1058,1261,1.98%,,Always On,Walmart,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17997090854602915,INSTAGRAM,Feb 26,CAROUSEL,Timeline,No,The social team may have misread a teams message 🫣 #behindthespark #WalmartCanada #officehumor,https://www.instagram.com/p/DGjOM_BxwbR/,24163,380,13159,-,2.89%,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7475843333928144133,TIKTOK,Feb 26,VIDEO,Timeline,No,The social team might have misread a teams message. #behindthespark #walmartcanada #officetok ,https://www.tiktok.com/@walmartcanada/video/7475843333928144133?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,978,53,703,978,7.54%,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7476079970444446984,TIKTOK,Feb 27,VIDEO,Timeline,No,It made sense though 💙🥹,https://www.tiktok.com/@walmartcanada/video/7476079970444446984?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,812,34,587,812,5.79%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18031558979335155,INSTAGRAM,Feb 27,REELS,REELS,No,"Honestly, it made sense. 💙🥹",https://www.instagram.com/reel/DGk64FJx3nP/,8422,120,6045,-,1.99%,,Always On,Walmart,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7476467068380908855,TIKTOK,Feb 28,VIDEO,Timeline,No,The social girlies know their target audience 📈👩🏻‍💻,https://www.tiktok.com/@walmartcanada/video/7476467068380908855?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,831,36,613,831,5.87%,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17881833651144174,INSTAGRAM,Feb 28,CAROUSEL,Timeline,No,Walmart Canada social girlies never stop 🫡 #BehindTheSpark #officehumour #retail,https://www.instagram.com/p/DGnnsU7xZjW/,27709,291,15288,-,1.90%,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18002337902727339,INSTAGRAM,Mar 01,IMAGE,Timeline,No,"Low prices so you can live your vibe, iykyk 😏",https://www.instagram.com/p/DGqMgXcR5P2/,11283,141,8151,-,1.73%,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7476878548104482103,TIKTOK,Mar 01,VIDEO,Timeline,No,but are we wrong? #borntoglow ,https://www.tiktok.com/@walmartcanada/video/7476878548104482103?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,880,32,653,880,4.90%,,Always On,Walmart,,Behind The Spark,,,,,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18044618297459436,INSTAGRAM,Mar 02,REELS,REELS,No,"Okay, but did they remember the 1 thing they came for?",https://www.instagram.com/reel/DGsyLW3x1vl/,17646,249,12849,-,1.94%,,Always On,Walmart,,,Gifts & Seasonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumables,,,,,
7477217011530059013,TIKTOK,Mar 02,VIDEO,Timeline,Yes,"Came for one thing, left with everything but that one thing (thank goodness for delivery pass!) ",https://www.tiktok.com/@walmartcanada/video/7477217011530059013?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,985,30,747,985,4.02%,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumables,,,,,
18057365383877084,INSTAGRAM,Mar 03,REELS,REELS,No,We love a good haul! 🛍️💙,https://www.instagram.com/reel/DGvVhBvxamu/,7583,85,5810,-,1.46%,,,Walmart,,,,,,,,,,,,,,,,,,Trending,,,,,,,,,,,,,,,,,,,,,,
7477582752481643782,TIKTOK,Mar 03,VIDEO,Timeline,Yes,Bestie hauls are the best hauls! ,https://www.tiktok.com/@walmartcanada/video/7477582752481643782?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,742,28,670,742,4.18%,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7477663295600626999,TIKTOK,Mar 03,VIDEO,Timeline,Yes,wildest part.. I can do this every night 😉 #walmartcanada #booktok #cozy #bookish,https://www.tiktok.com/@walmartcanada/video/7477663295600626999?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,875,20,689,875,2.90%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Crafts & Party Supplies,,
17971453142829918,INSTAGRAM,Mar 03,REELS,REELS,No,It never gets old 📚✨,https://www.instagram.com/reel/DGv55BsRS_z/,5332,114,4417,-,2.58%,Grocery,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumables,,,,,
18083921287540320,INSTAGRAM,Mar 03,IMAGE,Timeline,No,We may or may not have been the stylist 👀🏆,https://www.instagram.com/p/DGwRpjaR19u/,5259,68,3873,-,1.76%,,Always On,,Cossette,,,,,,,,,Apparel,,,,,,,,,,,Reactive,,,,,,,,,,,,,,,,,,,
7477717966906264838,TIKTOK,Mar 03,VIDEO,Timeline,No,Iykyk 👀🏆,https://www.tiktok.com/@walmartcanada/video/7477717966906264838?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,772,17,690,772,2.46%,,Always On,,Cossette,,,,,,,,,Apparel,,,,,,,,,,,Reactive,,,,,,,,,,,,,,,,,,,
18489101500000250,INSTAGRAM,Mar 04,REELS,REELS,No,The secret to an extra cozy space... 💡,https://www.instagram.com/reel/DGyKRz2xfQM/,6588,41,5363,-,0.76%,,,,,,,,APEX,Walmart Finds,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18055361300111156,INSTAGRAM,Mar 04,REELS,REELS,No,The vibe is just different without your work bestie at your side  #BehindTheSpark,https://www.instagram.com/reel/DGyq7TyxExe/,21583,285,14083,-,2.02%,,Always On,Walmart,,Behind The Spark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7478062375577374007,TIKTOK,Mar 04,VIDEO,Timeline,No,Nothing hurts more than missing your work bestie #BehindTheSpark ,https://www.tiktok.com/@walmartcanada/video/7478062375577374007?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1048,35,817,1048,4.28%,,Always On,Walmart,,Behind The Spark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17999736767596919,INSTAGRAM,Mar 05,REELS,REELS,No,No time for walking with dresses this cute!,https://www.instagram.com/reel/DG1PzSINl8Y/,15795,320,10914,-,2.93%,,Always On,Walmart,,,,,,,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7478437436192738565,TIKTOK,Mar 05,VIDEO,Timeline,Yes,We heard someone say “ um OKAAAAAY Walmart” when we were stocking these 😏,https://www.tiktok.com/@walmartcanada/video/7478437436192738565?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1143,42,883,1143,4.76%,,Always On,Walmart,,,,,,,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17982565721663008,INSTAGRAM,Mar 06,IMAGE,Timeline,No,"This International Women’s Day, we are thrilled to celebrate the incredible power of collaboration. We have partnered with @ImagineViolet an amazing artist whose talent and vision capture the essence of strength, resilience and creativity that women embody everyday! In honour of this special day Anika’s artwork can be found in our store on select reusable shopping bags and T-shirts, each of these pieces tells a story of empowerment. We look forward to celebrating International Women’s Day with you on March 8th.",https://www.instagram.com/p/DG3-2Jbxm58/,10462,173,8222,-,2.10%,,Always On,Walmart,,,,,,,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18131139985397032,INSTAGRAM,Mar 07,REELS,REELS,No,Affordable craft night + good company = the perfect march break activity✨,https://www.instagram.com/reel/DG5y5p1xPKN/,4711,73,3666,-,1.99%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Crafts & Party Supplies,,
7479090364100414726,TIKTOK,Mar 07,VIDEO,Timeline,Yes,brb adding clay date to the fam’s activities list!,https://www.tiktok.com/@walmartcanada/video/7479090364100414726?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1428,30,1191,1428,2.52%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Crafts & Party Supplies,,
17935151360881551,INSTAGRAM,Mar 08,IMAGE,Timeline,No,Catch me on the couch shopping Walmart.ca in my PJs ✌️📱,https://www.instagram.com/p/DG8gc06RtKC/,6897,87,5474,-,1.59%,Grocery,Always On,Walmart,,,,,,,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7479575329305087238,TIKTOK,Mar 08,VIDEO,Timeline,No,Shopping Walmart.ca,https://www.tiktok.com/@walmartcanada/video/7479575329305087238?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1411,45,1111,1411,4.05%,Grocery,Always On,Walmart,,,,,,,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17849290602422350,INSTAGRAM,Mar 09,IMAGE,Timeline,No,Which outfit is speaking to you??,https://www.instagram.com/p/DG-pxNexplU/,8756,113,7054,-,1.60%,,Always On,Walmart,,,,,,,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17943055295979579,INSTAGRAM,Mar 10,REELS,REELS,No,Spring is here and so are our wallet-friendly wardrobe finds 🌼,https://www.instagram.com/reel/DHBe-DFRnXl/,9315,94,7261,-,1.29%,,,,,,,,APEX,Walmart Finds,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17857233132331926,INSTAGRAM,Mar 10,IMAGE,Timeline,No,our aisles will have you saying “I do”,https://www.instagram.com/p/DHCNP1ORj6e/,6919,117,5511,-,2.12%,,,,Cossette,,,,,,,,,Apparel,,,,,,,,,,,Reactive,,,,,,,,,,,,,,,,,,,
18065652571929584,INSTAGRAM,Mar 11,REELS,REELS,No,"One of everything, please and thank you 🙌",https://www.instagram.com/reel/DHEuAbHxzny/,13341,205,9565,-,2.14%,,Always On,Walmart,,,Gifts & Seasonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Crafts & Party Supplies,,
7480765852418084151,TIKTOK,Mar 11,VIDEO,Timeline,No,You can never have too many bunnies. ,https://www.tiktok.com/@walmartcanada/video/7480765852418084151?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1376,40,1175,1376,3.40%,,Always On,Walmart,,,Gifts & Seasonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Crafts & Party Supplies,,
17986727945645018,INSTAGRAM,Mar 12,CAROUSEL,Timeline,No,What’s your drink order?,https://www.instagram.com/p/DHHKc_KRhKN/,8318,139,4714,-,2.95%,,Always On,Walmart,,,,,,,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7481050947360181509,TIKTOK,Mar 12,VIDEO,Timeline,No,Booked and busy 😎,https://www.tiktok.com/@walmartcanada/video/7481050947360181509?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,1312,30,1145,1312,2.62%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18293869807171710,INSTAGRAM,Mar 12,REELS,REELS,No,Booked and busy 😎,https://www.instagram.com/reel/DHHaV9Uxp-J/,11189,112,6805,-,1.65%,,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17964533702747315,INSTAGRAM,Mar 13,REELS,REELS,No,@bouclair’s spring collection is giving us ALL the fresh feels 🌼🏡,https://www.instagram.com/reel/DHJeG6lxjB-/,13829,102,10939,-,0.93%,,,,,,,,APEX,Walmart Finds,Boosted,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18108367459470312,INSTAGRAM,Mar 13,VIDEO_STORY,STORY,No,-,https://instagram.com/stories/walmartcanada/3587531665469416692,2672,-,2672,-,,,Always On,,,,,,APEX,,Boosted,,Home,,,,,,,,,,,,,,,,,,,,,APEX Home and Apparel,,,,,,,,,,
17892145227191060,INSTAGRAM,Mar 13,REELS,REELS,No,"A cute swimsuit, sunshine & low prices is on my “must have”list this summer",https://www.instagram.com/reel/DHJoWXjtEXm/,7371,114,5691,-,2.00%,,Always On,Walmart,,,,,,,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7481375919475739910,TIKTOK,Mar 13,VIDEO,Timeline,No,Here comes the sun! ☀️ ,https://www.tiktok.com/@walmartcanada/video/7481375919475739910?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,2066,23,1824,2066,1.26%,,Always On,Walmart,,,,,,,,,,Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7481401926454693175,TIKTOK,Mar 13,VIDEO,Timeline,Yes,Bogey knows fashion 🕶️,https://www.tiktok.com/@walmartcanada/video/7481401926454693175?utm_campaign=tt4d_open_api&utm_source=7055758955263295490,2482,37,2244,2482,1.65%,,Always On,,Cossette,,,,,,,,,,,,,,,Pets,,,,,,,,,,,,,,,,,,,,,,,,
18040255832426349,INSTAGRAM,Mar 14,IMAGE_STORY,STORY,No,-,https://instagram.com/stories/walmartcanada/3588153087996727191,2063,-,2063,-,,Grocery,Always On,,Cossette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18113950507455196,INSTAGRAM,Mar 14,REELS,REELS,No,"You heard it from Bogey, he loves his Walmart doggo fashion 🕶️",https://www.instagram.com/reel/DHMeFMTRzIn/,5478,88,4487,-,1.96%,,Always On,,Cossette,,,,,,,,,,,,,,,Pets,,,,,,,,,,,,,,,,,,,Consumables,,,,,
1.81443E+16,INSTAGRAM,Mar 14,IMAGE_STORY,STORY,No,-,https://instagram.com/stories/walmartcanada/3588395310042833896,1979,-,1979,-,,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18034245677289326,INSTAGRAM,Mar 14,IMAGE_STORY,STORY,No,-,https://instagram.com/stories/walmartcanada/3588397023617313385,1738,-,1738,-,,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8037E+16,INSTAGRAM,Mar 14,IMAGE_STORY,STORY,No,-,https://instagram.com/stories/walmartcanada/3588399651600422077,1679,-,1679,-,,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17895732837179510,INSTAGRAM,Mar 14,IMAGE_STORY,STORY,No,-,https://instagram.com/stories/walmartcanada/3588402673990578493,1643,-,1643,-,,,Always On,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
